3154078b-0d2e-4086-908a-79cc24496219,96,90,,,,,3325,,,,,,,,,2 graczy,3 graczy,4 graczy,5 graczy,all
70df8dc4-e030-4f0c-9fb9-6142c1c706c1,93,99,101,83,,,,,,,,,,,,,,,,
3e24d7ae-1f03-49b7-a553-57493f36a557,104,90,92,95,,,,,,,,,,,,,,,,
f83a3dbc-686b-464c-8ddf-bb3ab0d18d54,126,78,80,131,,,,,,,,,,,,,,,,
dbed1ef8-58c9-4395-8506-353e27fc2fa4,101,92,102,111,,,,,,,,,,,,,,,,
5d74879e-f8ff-4dce-b636-08c2010640c2,96,81,107,101,,,,,,,,,,,,,,,,
745581ab-71ab-4e8a-b968-07e51af16a5e,110,101,87,116,,,,,,,,,,,,,,,,
56e64778-6a83-4ed4-a172-aa36f075bb67,92,79,105,105,,,,,,,,,,,,,,,,
f12f98b8-0e46-4a41-9362-e0397d7bd5e7,109,111,102,113,,,,,,,,,,,,,,,,
b992c85b-cab3-44c7-a62f-cad3bac9996b,105,110,97,114,,,,,,,,,,,,,,,,
f7d44886-b32b-41a5-aa2b-1b58a8b9218f,85,78,79,110,,,,,,,,,,,,,,,,
0cb7a7ba-8169-4952-bfad-10a0e22bb46a,111,106,75,107,,,,,,,,,,,,,,,,
7b9243f7-18df-4f08-847b-e7d8cf9174b7,104,101,119,96,,,,,,,,,,,,,,,,
533285d5-3964-4af8-880c-ae7c8c22646d,99,112,93,119,,,,y,,,,,,,,,,,,
a35909c1-90c7-4898-be0a-6cc0662af0ec,128,99,85,112,,,,,,,,,,,,,,,,
de05d6c2-0a2b-4dda-8924-dcd603d23144,114,91,104,106,,,,,,,,,,,,,,,,
ee868b27-e00a-4449-ba55-b676f8a8246f,143,133,104,108,,,x,,,,,,,,,,,,,
801cd4b1-61bc-4151-b8df-0fdea90598e6,115,63,81,113,,,,,,,,,,,,,,,,
cb957074-b9f7-4e42-b23d-9113d453194c,93,122,99,108,,,,,,,,,,,,,,,,
c216a9c3-5985-4327-97fe-f637bfdea8a3,103,106,90,85,,,,,,,,,,,,,,,,
c01201d6-5f48-4962-87c9-fbf520f89ab9,102,84,108,92,,,,,,,,,,,,,,,,
617c4639-c8ba-473d-a329-bac246702082,58,104,56,113,,,,,,,,,,,,,,,,
a3667926-068d-41f6-9375-9c2959c55281,68,109,104,86,,,,,,,,,,,,,,,,
b63f8751-3fbb-45b0-8d8b-cc2d03d7dad4,136,78,92,112,,,,,,,,,,,,,,,,
b57b6d87-730b-469e-a642-429f24227b62,98,133,94,131,,,,x,,,,,,,,,,,,
6cbd5cd0-14d7-42c4-b643-d35c7fcfb080,59,91,86,95,,,,,,,,,,,,,,,,
0f07065b-b0ed-4b0d-9f96-21dafdd1719c,106,132,88,95,,,,,,,,,,,,,,,,
6372605f-9a6b-4f8c-b75e-428f5d205530,83,85,105,99,,,,,,,,,,,,,,,,
62011003-e9ab-4bdf-a7c5-9d177f3a8c55,84,98,87,82,,,,,,,,,,,,,,,,
847d3fac-1690-46fb-a527-215b7b01515a,102,79,69,86,,,,,,,,,,,,,,,,
1534970c-fb61-4511-b78a-068bbc3dee26,105,73,104,108,,,,,,,,,,,,,,,,
c157bb7e-ca3d-4d27-9df7-119703976ec1,107,105,109,100,,,,,,,,,,,,,,,,
8dec90f5-2d17-4dad-a7a8-c5246e915367,116,118,119,109,,,,,,,,,,,,,,,,
421bbbad-d41b-4c80-8b00-418ce9ff8412,120,105,106,109,,,,,,,,,,,,,,,,
4fd60da4-6639-4342-a80f-1971b8298ed9,60,105,94,95,,,,,,,,,,,,,,,,
a73d968d-ecdb-4e0b-8457-6ac70c79d2d0,121,88,92,115,,,,,,,,,,,,,,,,
29e47cee-e144-4973-9978-304bd73d9c8d,109,115,87,92,,,,,,,,,,,,,,,,
d6d18c09-f340-4c9c-b8b5-1652d23db9af,92,77,27,103,,,,,,,,,,,,,,,,
a466c9e9-5685-4627-8eb4-4331c903fa56,61,104,82,108,,,,,,,,,,,,,,,,
e8605a9f-5fbe-40b7-a7ac-f9abc275a7cc,107,74,98,82,,,,,,,,,,,,,,,,
f0c5dd78-6d30-453e-a87f-d1ab1e402504,77,97,86,130,,,,,,,,,,,,,,,,
8d071aee-eb81-4934-824c-acf8012e5d0e,92,74,104,83,,,,,,,,,,,,,,,,
2ae66d1a-a2f4-40f0-81b7-13a1cb184e0b,110,104,121,98,,,,,,,,,,,,,,,,
2fc6a64a-74ec-46c5-8e49-d73bf0cd0685,103,92,94,111,,,,,,,,,,,,,,,,
88cb2e28-bf4e-4a4a-a8e9-2449129ba408,110,101,116,90,,,,,,,,,,,,,,,,
ce3f8d7e-4a67-4de8-95ca-f56e3317c78d,98,100,54,105,,,,,,,,,,,,,,,,
a071228e-0828-432d-b69a-d26a4a4f2913,87,77,76,99,,,,,,,,,,,,,,,,
0b2d588a-f5fc-49c1-8764-73fe049af8ff,98,104,150,123,,,,,,,,,,,,,,,,
61cddb3d-b2c9-4955-9456-bbef3fa81c2c,98,106,113,121,,,,,,,,,,,,,,,,
3e0ffd16-3e19-4061-a384-927c080608b3,125,99,97,88,,,,,,,,,,,,,,,,
909fe6b5-7b58-47db-be96-4f58657f0779,81,92,88,107,,,,,,,,,,,,,,,,
9dcc51a7-b4c3-4762-9ccb-044bdd5b7eb5,114,159,110,88,,,,,,,,,,,,,,,,
ed77705d-18c3-48a0-987c-1c74a41018e6,89,102,106,113,,,,,,,,,,,,,,,,
632af018-efbf-4bb0-95fb-4c5ca2ab6956,88,107,83,89,,,,,,,,,,,,,,,,
1432c031-36b5-481f-a80f-1b2419e1c23c,93,122,78,88,,,,,,,,,,,,,,,,
b20ae718-40e6-4709-8146-46ce41c808f2,101,90,107,101,,,,,,,,,,,,,,,,
079905fd-b19a-4689-ab82-6037fd5aee0b,109,104,82,100,,,,,,,,,,,,,,,,
185772af-6fb1-4e07-8f16-5bcd4fc168d4,115,45,107,108,,,,,,,,,,,,,,,,
499ff780-0a7e-4eb5-926e-d5704e641a71,77,69,81,112,,,,,,,,,,,,,,,,
145dd822-e2bf-4750-851e-e2c82f44153f,125,120,98,105,,,,,,,,,,,,,,,,
0b09eee8-9fa9-464b-ba24-0e3a1c6b431b,94,112,113,96,,,,,,,,,,,,,,,,
16b08e8a-1a0a-49db-9fb3-524cfe9ebbb9,105,87,84,126,,,,,,,,,,,,,,,,
aab2e34d-67f2-4e39-896c-9919ec870349,93,90,115,112,,,,,,,,,,,,,,,,
9370befd-3cca-4bce-bd77-09d5edf60f43,77,60,63,102,,,,,,,,,,,,,,,,
e8cbc901-dc5b-42e3-922e-40693b20a22a,72,105,82,102,,,,,,,,,,,,,,,,
4649eb6b-b879-4f7f-8130-0eca046f899b,102,101,99,101,,,,,,,,,,,,,,,,
5fe038ab-58db-405a-a10e-b370017d6198,99,108,84,93,,,,,,,,,,,,,,,,
13b2b3f2-36c1-41ed-a8ce-f5a238db8f82,105,94,108,96,,,,,,,,,,,,,,,,
0817b2ea-6f40-4ee6-a8b6-3a00209a96c2,82,73,100,97,,,,,,,,,,,,,,,,
06689ac5-ad1e-45f0-8e28-8083a8bbc659,90,117,97,89,,,,,,,,,,,,,,,,
d6652f37-ddfa-469d-8222-fb35fdd0dc37,96,88,97,102,,,,,,,,,,,,,,,,
563f0ec9-c811-46d5-99bc-c4ae7726645f,84,96,80,106,,,,,,,,,,,,,,,,
711ab6a8-637e-4e77-aa8b-26679f9d58dd,124,102,110,105,,,,,,,,,,,,,,,,
7f1ad95a-36d9-464c-9f17-3e8029e063f6,99,78,125,108,,,,,,,,,,,,,,,,
dfbbf602-c253-41b4-9465-13778558997a,93,121,107,121,,,,,,,,,,,,,,,,
d8f5753a-221e-4369-bbe1-6fd8fb1cf56f,84,108,73,119,,,,,,,,,,,,,,,,
5f0c5db2-e0ca-4342-96b7-b3c36593c677,93,130,102,137,,,,,,,,,,,,,,,,
15d148d4-bd8a-4da4-8d1b-8fa5a52e42fa,139,125,109,120,,,,,,,,,,,,,,,,
f86291ff-1897-426b-bc86-195a8072c968,96,87,91,110,,,,,,,,,,,,,,,,
ed5b56bd-71e8-4c7b-b40a-12dc6ec3c825,93,97,115,127,,,,,,,,,,,,,,,,
6de8a318-933d-4823-b0a4-9523c7f846a2,106,93,85,110,,,,,,,,,,,,,,,,
8638e70e-f074-460c-a60b-993e55c4fc4e,87,102,104,115,,,,,,,,,,,,,,,,
1e301087-8650-4cb0-b4bc-3de49203f818,94,105,109,87,,,,,,,,,,,,,,,,
e714a175-b8ec-48a7-b228-bbb9742710e1,72,87,107,113,,,,,,,,,,,,,,,,
88bf14d3-fb30-4a4d-9e6e-edf9d20ac077,93,127,127,103,,,,x,,,,,,,,,,,,
dfe0b1a8-9317-4653-9fba-5b7c24fb3043,80,83,64,96,,,,,,,,,,,,,,,,
594b9c90-4ab4-406d-b3d5-ee9d30f249ac,83,108,78,101,,,,,,,,,,,,,,,,
cb0e650e-6efd-4c91-a920-81b6e1d26a07,77,81,123,103,,,,,,,,,,,,,,,,
3bf11e54-305a-4213-824a-0cbcf0b6f8c4,93,88,107,89,,,,,,,,,,,,,,,,
367a57e4-8c9e-4844-86f0-307e27695cf1,60,89,79,105,,,,,,,,,,,,,,,,
a561acd7-3369-4e2e-af27-2772e473d7c3,103,104,113,128,,,,,,,,,,,,,,,,
93c42d0f-74af-4caf-a219-402310a405e5,136,123,108,110,,,,,,,,,,,,,,,,
fail 4 in turn: 47,,,,,,,,,,,,,,,,,,,,
f1aa720d-3f1b-41d3-b47b-d3436986cfc6,137,118,99,111,,,,,,,,,,,,,,,,
987daedb-13a8-4375-8213-0bf60292f57c,65,55,80,68,,,,,,,,,,,,,,,,
ab7daadd-f8bd-4e88-b0c9-71eb713bc4e8,90,107,93,105,,,,,,,,,,,,,,,,
94d4fbe8-b76b-4b98-89b8-e75e628ab329,115,105,97,124,,,,,,,,,,,,,,,,
00133ae7-1f34-42e2-91e3-2eecdf4da71e,89,106,101,115,,,,,,,,,,,,,,,,
9163261f-3a9c-43da-ac97-48dd72782957,99,111,103,119,,,,,,,,,,,,,,,,
936c2b1d-d941-4a21-86d9-1c32eada9d3c,94,86,98,120,,,,,,,,,,,,,,,,
6c507c76-0c23-4239-a48d-3de87df78696,103,115,111,106,,,,,,,,,,,,,,,,
99d87f8b-06ee-43c0-8911-a880174db8b2,114,104,107,90,,,,,,,,,,,,,,,,
277ccb50-6f93-4228-9843-73a7c01630d8,105,106,107,116,,,,,,,,,,,,,,,,
7c459924-6b88-4c2d-94c9-382b3e3194fc,100,125,105,133,,,,,,,,,,,,,,,,
c6274a3c-9ea2-4565-95ba-2f9174e72301,107,91,102,111,,,,,,,,,,,,,,,,
9a53f539-6b3d-4728-895b-8d10c6de0637,91,95,90,106,,,,,,,,,,,,,,,,
94b9615f-00db-4a84-a992-aca0ee880dcf,106,115,84,121,,,,,,,,,,,,,,,,
d410c9de-7703-4879-acdb-a1b965016468,109,98,83,96,,,,,,,,,,,,,,,,
cf5fa8d3-fd11-4fa3-ae47-5034b89a9e06,123,99,108,95,,,,y,,,,,,,,,,,,
13c959cc-9abc-4ac5-98c9-363426438fb1,130,88,86,98,,,,,,,,,,,,,,,,
b954590a-e680-49eb-a083-01d9d67baeaf,106,102,101,119,,,,,,,,,,,,,,,,
18c09e50-3f14-4707-9ed4-421156e3fd31,103,93,107,119,,,,,,,,,,,,,,,,
2eafd442-f5c7-4325-b2f2-ce3d2625d370,93,86,77,107,,,,,,,,,,,,,,,,
c7252e85-0c7d-4e7f-8c14-bf2c8c8dd5a0,85,55,96,94,,,,,,,,,,,,,,,,
3e672f71-2dc2-49e4-b40c-156b2f05b9bc,69,104,87,126,,,,,,,,,,,,,,,,
85d042fa-7ddd-4798-baf1-8af5bc96cc4c,114,75,113,65,,,,,,,,,,,,,,,,
54c90577-cb60-46fd-a4e8-f3b56b09de60,113,127,97,96,,,,,,,,,,,,,,,,
97ceb310-f6ea-4e1b-85f1-b29595f25b11,118,117,91,112,,,,,,,,,,,,,,,,
84fbd9b5-5d1e-4511-8411-511bca7ad617,95,71,112,125,,,,,,,,,,,,,,,,
042a1115-57a5-4b66-af72-36314bf21841,109,143,127,55,,,,,,,,,,,,,,,,
e7f30320-782c-40e7-a902-0600a88b708f,95,102,73,83,,,,,,,,,,,,,,,,
d952302a-57d9-4875-8c6c-d828eea89249,100,133,75,103,,,,,,,,,,,,,,,,
3b753242-bb72-4d17-8068-b7d9da987baf,100,111,116,94,,,,,,,,,,,,,,,,
088b9d16-4257-4028-a9f4-d411f655d7da,110,119,83,105,,,,,,,,,,,,,,,,
0a73e5d8-5a61-4fd1-8cee-0ee2a1495283,79,104,88,97,,,,,,,,,,,,,,,,
dbd0d33c-bbfe-413a-a01d-307753d07862,102,95,101,101,,,,,,,,,,,,,,,,
65dd3c43-6777-49f1-b009-53d123dea8eb,104,97,129,118,,,,,,,,,,,,,,,,
f013fa2f-d7f5-4792-8f82-30abd2eeb163,89,105,89,117,,,,,,,,,,,,,,,,
b7fad267-0d44-4ccc-ad5d-022ebc842fd4,90,84,107,104,,,,,,,,,,,,,,,,
0395555a-6265-49b1-a837-f1de71b0866e,102,89,91,113,,,,,,,,,,,,,,,,
7e5fba98-bb64-4271-9c5c-d7d704fa6507,83,67,108,72,,,,,,,,,,,,,,,,
faefd337-c148-4d3b-8557-fdd9e50936fa,105,115,93,114,,,,,,,,,,,,,,,,
fail 4 in turn: 44,,,,,,,,,,,,,,,,,,,,
ecbbd560-667e-4b76-8f59-526fd2623966,104,118,82,95,,,,,,,,,,,,,,,,
26f2178f-b1f7-4dcf-b604-13afa582196e,131,109,119,96,,,,,,,,,,,,,,,,
36bc3e29-e035-4843-a63f-2aecccb2b2ec,98,108,147,98,,,,y,,,,,,,,,,,,
d53c3ae9-dad7-4be4-8f39-71e6ed514a5b,77,101,69,123,,,,,,,,,,,,,,,,
49cc6b2b-fade-47dd-b800-51abfaf4ad4b,82,116,80,75,,,y,,,,,,,,,,,,,
9b39fd72-6e19-4af7-a8b4-6dcf213d2dea,96,108,89,124,,,,y,,,,,,,,,,,,
e4c44242-913f-4f2e-81b0-bb5ab2da0698,89,115,99,106,,,,,,,,,,,,,,,,
61dddb52-759c-4678-bd0a-678191da1c14,73,91,117,75,,,,,,,,,,,,,,,,
437088dd-1fa2-44c5-9fd2-245645ef033f,126,101,97,137,,,,,,,,,,,,,,,,
fail 4 in turn: 43,,,,,,,,y,,,,,,,,,,,,
4d2af649-323a-45b6-914b-9fe5697cbd2e,114,106,124,87,,,,,,,,,,,,,,,,
8e40a2c1-0ca1-4236-a18b-1305c50072ef,102,79,103,117,,,,,,,,,,,,,,,,
039d022f-b282-4613-a231-82f6d3d005cb,107,88,100,85,,,,,,,,,,,,,,,,
e921d29f-cf9f-449c-87f6-5db01d69bc7f,127,89,143,90,,,,,,,,,,,,,,,,
73db7e07-ed8c-4a04-9a15-33e8a3b61d4b,96,99,99,88,,,,,,,,,,,,,,,,
a978035f-869c-4e61-a4af-e8a9d40a06f3,84,98,87,129,,,,y,,,,,,,,,,,,
38ca2b70-48f5-4897-a263-6be6e0443909,60,91,77,108,,,,,,,,,,,,,,,,
2575b2ff-c302-4057-90c3-00469e3f4a92,87,85,90,88,,,,,,,,,,,,,,,,
72c12343-da5f-498e-bc56-c8a45ecbb846,110,108,107,100,,,,,,,,,,,,,,,,
272bf828-addb-4ea9-9392-799ad6f66163,96,101,120,97,,,,,,,,,,,,,,,,
40e9728a-0445-44b4-861c-3b977cfa334f,100,114,119,88,,,,,,,,,,,,,,,,
6fb99160-72c3-41f1-af38-973e2b0c8655,112,97,95,104,,,,,,,,,,,,,,,,
f386ffcb-5618-47ca-962d-6d09f5389dd0,58,96,139,104,,,,,,,,,,,,,,,,
847b45a7-c409-4a50-8102-e61b229c3e67,82,109,104,113,,,,,,,,,,,,,,,,
9dc85dfb-3621-4685-945d-12a769545dc7,95,92,88,101,,,,,,,,,,,,,,,,
bca0d60c-6339-4ae4-8bb5-855fc873a130,102,110,96,117,,,,y,,,,,,,,,,,,
3251830d-7286-409b-b67a-4e46a6aa796e,108,117,74,118,,,,x,,,,,,,,,,,,
87aec095-da98-4f64-8941-69a4b9f61eae,103,79,94,104,,,,,,,,,,,,,,,,
f1f078f7-a18b-486e-9c9e-a28906c22b44,82,102,101,86,,,y,,,,,,,,,,,,,
31060782-feb8-4283-bc49-f87d4deadee0,126,100,112,116,,,,,,,,,,,,,,,,
f93eac45-f2da-4602-b432-3e4e97c0cc2a,83,104,110,122,,,,y,,,,,,,,,,,,
c6231e48-6256-4654-9ebf-4b291561f14e,110,72,104,121,,,y,,,,,,,,,,,,,
4a039011-4721-4405-9390-291caac80891,115,101,112,105,,,,,,,,,,,,,,,,
8138a918-7f2f-4c65-8cc4-bce4226f0019,103,99,104,107,,,,,,,,,,,,,,,,
fail 4 in turn: 48,,,,,,,,,,,,,,,,,,,,
ec4c0ae3-ba89-4a7c-829d-5c9c0f7b6064,109,109,89,85,,,,,,,,,,,,,,,,
34f8856c-452a-4c5e-a96b-bf38534fbd3c,112,101,100,102,,,,,,,,,,,,,,,,
70798209-db3d-491a-8b59-a5e66f34a38c,83,98,129,95,,,y,,,,,,,,,,,,,
6fe3f8df-ea9a-44d6-98d9-dc35cb3bec88,81,52,102,131,,,,,,,,,,,,,,,,
188b3320-8eb9-40f2-ad51-6fef2238f841,97,89,108,75,,,,,,,,,,,,,,,,
3f1bc0ed-9b95-4328-a572-8fd0158da155,99,110,105,122,,,,,,,,,,,,,,,,
c42698a4-b17f-4e36-a0e6-e04e036ed959,91,53,85,86,,,,,,,,,,,,,,,,
ea8e6404-4509-41f3-aac4-30ca066d247c,101,70,99,105,,,,,,,,,,,,,,,,
207fafb8-c4e4-42a9-a3cc-34f863ea9bb3,60,84,103,131,,,,,,,,,,,,,,,,
43513861-fde9-416e-8aa3-c401e578f20c,101,112,106,105,,,,,,,,,,,,,,,,
3359eef9-a25d-4c6a-a67e-249ac5fa7f05,129,116,116,100,,,,,,,,,,,,,,,,
b3c584e7-2649-450d-aa27-da261a00f8fc,101,147,120,96,,,,,,,,,,,,,,,,
08e8eeae-8a7d-49f0-865e-65d3b1ead19b,99,128,110,120,,,,,,,,,,,,,,,,
fail 4 in turn: 48,,,,,,,,,,,,,,,,,,,,
b2e58434-2fb1-46ca-900a-01670d8e9ac2,97,68,125,126,,,,,,,,,,,,,,,,
522c0427-3f39-4341-b928-1c0172cc59cb,95,90,120,75,,,,,,,,,,,,,,,,
76fb10b7-5ef2-4263-90c6-0fbc5467f2e0,111,64,102,134,,,,,,,,,,,,,,,,
514b5d88-6424-4962-8032-f6359ed3821f,105,80,84,108,,,,,,,,,,,,,,,,
6bcbd64c-d672-4e19-8433-47f81bd38080,82,86,78,104,,,,,,,,,,,,,,,,
6ff728c2-8822-493d-854d-aec173f9edf7,92,86,90,106,,,,,,,,,,,,,,,,
57f76aad-f6ba-4e2a-a7af-7168649ddddb,100,121,112,66,,,,,,,,,,,,,,,,
ae4b06af-a249-4931-b442-8290a016429f,91,99,109,107,,,,,,,,,,,,,,,,
34b89092-6268-4ee3-9e06-fcdd621ccdd9,108,134,139,122,,,,,,,,,,,,,,,,
553d61a3-8bd7-4376-aa11-ba117cad1fc2,85,63,93,88,,,,,,,,,,,,,,,,
e7e05a45-fcb3-4433-801e-1c7cc3358f32,129,88,132,114,,,,,,,,,,,,,,,,
08bdbd51-b87d-42eb-ad38-98be16f3d183,107,56,108,113,,,,,,,,,,,,,,,,
7759ad34-9a39-400f-9410-3cb1d6dcb213,88,84,101,116,,,,,,,,,,,,,,,,
1c028941-d2a6-4764-b705-0c2e854cb65e,122,104,90,112,,,,,,,,,,,,,,,,
aa44cce5-e826-49c5-87ca-4779c4409b80,87,125,93,110,,,,,,,,,,,,,,,,
5c4b54e6-f561-4247-9401-4fa40a5733eb,90,69,152,93,,,,,,,,,,,,,,,,
2cff9c41-1f3c-481a-b75d-2900e59d3664,73,97,105,103,,,,,,,,,,,,,,,,
f8a9777a-2fed-4f57-878c-f07b18a3595e,155,104,118,106,,,,,,,,,,,,,,,,
0a7dfd25-31d1-4ba1-8596-7774812c5b59,116,101,118,120,,,,,,,,,,,,,,,,
fail 4 in turn: 49,,,,,,,,,,,,,,,,,,,,
c8d69573-25f4-43f4-a57c-a7049c81f563,94,102,117,119,,,,,,,,,,,,,,,,
cae19735-4017-49c9-9be3-293e97c5c819,90,81,72,93,,,,,,,,,,,,,,,,
0fa97113-52d4-4800-b2f9-41db58c66d25,122,72,51,115,,,,,,,,,,,,,,,,
93bc80d7-7496-4ee9-b918-d1a706043762,126,108,115,120,,,x,,,,,,,,,,,,,
68c9adb0-434d-46a6-b30b-5f23f534d819,99,115,54,148,,,,,,,,,,,,,,,,
e5c8c505-f3dc-4888-a801-cd7e49042296,77,111,91,114,,,,,,,,,,,,,,,,
1782ada6-2f95-4ac1-97a9-f413461a9c9e,121,108,96,91,,,,,,,,,,,,,,,,
27b8a51f-4561-4b44-8243-63dde9ff19ac,91,104,87,119,,,,,,,,,,,,,,,,
632db562-d3c8-47c2-8fb3-50fe87d32178,124,97,90,108,,,,,,,,,,,,,,,,
443cd83d-b9a8-4a68-b543-3c46e910f235,119,86,99,69,,,,,,,,,,,,,,,,
30434c3e-4b7b-4d2d-89a2-174ea937ba1f,80,74,98,88,,,,,,,,,,,,,,,,
0d4a883c-09b7-409c-9e43-1f2d97b12705,109,126,111,119,,,,x,,,,,,,,,,,,
bb259ca4-0a53-4490-b41f-12cb5d0dcc41,92,82,93,102,,,,,,,,,,,,,,,,
e6e9f317-8994-42e2-8131-bbafdafa35d1,85,118,42,110,,,,,,,,,,,,,,,,
baabfeb1-897e-4da2-bb64-32ccc30954cb,82,99,86,94,,,,,,,,,,,,,,,,
ed9c32b7-7ad9-4b21-9931-d5c38a0006ba,108,95,85,105,,,,,,,,,,,,,,,,
a1d6514b-9c95-4e77-b008-af5553efbdda,64,71,93,80,92,,,,,,,,,,,,,,,
fail 5 in turn: 39,,,,,,,,,,,,,,,,,,,,
d6bc8640-8de1-43d9-a7bd-aa9a9253bd93,93,100,120,106,99,,,,,,,,,,,,,,,
3eb859bf-ca34-4fa7-a244-99e9e527d2ff,113,120,99,103,101,,,,,,,,,,,,,,,
6a7612d7-8ac3-40bc-923c-d1889d5cbdff,109,94,82,68,115,,,,,,,,,,,,,,,
85df75ef-1b73-43ee-b5db-7b0e9aa1592c,84,65,119,119,75,,,,,,,,,,,,,,,
fail 5 in turn: 41,,,,,,,,,,,,,,,,,,,,
d1eee30d-2563-4f93-9e30-914186d54dd7,80,93,115,109,117,,,,,,,,,,,,,,,
fc8ee669-9b80-4a6d-9f98-5dfdfbdac5cd,103,110,139,139,109,,,,,,,,,,,,,,,
67a7865f-56eb-4283-a3a8-b2e0e89b4775,97,60,106,73,118,,,x,,,,,,,,,,,,
fail 5 in turn: 38,,,,,,,,,,,,,,,,,,,,
4b89020a-bdcc-4412-a701-fa95d4ad7e86,95,109,73,85,77,,,,,,,,,,,,,,,
d5e80fab-2cce-4bbf-93f8-64ae4d5da244,70,106,111,84,87,,,,,,,,,,,,,,,
a30423cc-e6ec-4109-be52-1912bc1de444,116,127,106,95,105,,,,,,,,,,,,,,,
22fe7b5e-99f7-4808-8ca3-ef29395414e2,106,96,96,116,109,,,,,,,,,,,,,,,
bd73eb41-d975-41e0-94e4-64052e260ec8,119,129,72,96,112,,,,,,,,,,,,,,,
050d10e2-7b26-42ca-8ba3-cec437294d72,95,82,71,97,118,,,,,,,,,,,,,,,
a7357532-49fa-48d9-b2ce-888e96b84d6e,85,93,78,48,79,,,,,,,,,,,,,,,
31520948-9324-4dfa-b27d-74765ea921a6,92,81,75,109,99,,,,,,,,,,,,,,,
1e30b327-5454-414d-90f4-a9347fcc342b,77,96,80,95,97,,,,,,,,,,,,,,,
dd1cb139-3a6b-4523-a749-f3e6ec284897,118,93,94,108,102,,,,,,,,,,,,,,,
38744304-c314-4233-96e2-fd9bf6a970b6,83,83,108,97,101,,,,,,,,,,,,,,,
e44eebcf-24f2-4ba8-99c0-b87a235fa750,92,109,115,99,102,,,,,,,,,,,,,,,
6d3ed34a-a03d-4811-bfc5-0ab30e53b07f,79,102,96,104,101,,,,,,,,,,,,,,,
ca68e23a-3b1d-4c88-aee0-f5ee0ca7278a,66,65,78,96,116,,,,,x,,,,,,,,,,
56369f01-94cb-4129-a02f-c1c1091f28ca,100,92,104,98,114,,,,,,,,,,,,,,,
d9e45aaa-3e0b-4114-91de-e45d91edfaaf,97,102,56,116,133,,,,,,,,,,,,,,,
d477689d-51c3-40ef-9ef5-3628b24e0c5d,96,51,93,97,97,,,,,,,,,,,,,,,
0a566059-f857-4c1e-a947-541b0ce823d3,82,90,95,122,95,,,,,,,,,,,,,,,
2e7dff3d-ea65-4eee-9cd6-6fcdf9d791b0,48,85,89,85,104,,,,,,,,,,,,,,,
710585cb-1e9a-47f7-9940-501850f48890,57,102,86,101,55,,,,,,,,,,,,,,,
4c3c3c70-0133-447b-bff3-0721f5d43fde,80,91,94,98,109,,,,,,,,,,,,,,,
3e9fcbe9-2bdd-422a-8205-159f94b6450c,95,67,67,80,147,,,,,,,,,,,,,,,
3f924e35-17e8-49b9-906a-c252013d6003,94,105,71,96,105,,,,,,,,,,,,,,,
990a33b7-9fef-4779-8038-64b728ac9d67,119,133,106,112,107,,,,,,,,,,,,,,,
98425110-111d-40f4-8133-c0506f2ff221,105,118,70,106,100,,,,,,,,,,,,,,,
8e52573e-1cc5-4256-8caa-d7cc59a28faf,90,73,111,89,103,,,,,,,,,,,,,,,
8c4c3b24-09f1-408a-b465-62a9d0dd7bbb,69,77,88,77,82,,,,,,,,,,,,,,,
800360e7-96f2-4781-ad64-61a02b3da70f,106,116,103,79,106,,,,,,,,,,,,,,,
072c2c8c-163a-4670-a921-b46660793324,57,95,82,96,113,,,,,,,,,,,,,,,
85f8560b-7b73-4405-8a85-cb264459b9a6,64,96,115,90,119,,,,x,,,,,,,,,,,
fail 5 in turn: 44,,,,,,,,,,,,,,,,,,,,
d849720d-7ebc-4668-8b29-e4bb55955f8d,62,70,86,78,100,,,,,,,,,,,,,,,
8807da2c-98af-46fa-83f0-108d60df5009,88,87,127,90,109,,x,,,,,,,,,,,,,
9bcb7aeb-4042-4891-b6e7-de79c6e3f381,103,93,78,76,105,,,,,,,,,,,,,,,
a7191619-86da-4803-82a8-a70519a739b9,89,95,97,115,124,,,,,,,,,,,,,,,
a12222d4-2de0-4ad8-8aa2-b3624452d91f,114,162,104,119,118,,,,,,,,,,,,,,,
09f3d19b-92ec-470c-bcb0-e606ecfdd791,117,72,113,115,100,,,,,,,,,,,,,,,
fail 5 in turn: 36,,,,,,,,,,,,,,,,,,,,
3b834fbd-b248-4da2-935f-47a8b53d9f57,85,122,78,85,119,,,,,,,,,,,,,,,
4dad8ba1-3516-463f-ab27-1dc4adbd6e15,141,125,87,99,99,,,,,,,,,,,,,,,
00ede39c-7591-4d1c-90fb-0a2afa77251b,102,93,102,93,113,,,x,,,,,,,,,,,,
b67b1397-aff2-48a5-90d4-58fccb6f832a,108,83,88,100,96,,,,,,,,,,,,,,,
6005c3da-fd32-493d-980f-ec15a29b912d,108,106,98,100,93,,,,,,,,,,,,,,,
18577173-c904-41fe-9011-bd1513fb0b95,137,67,110,92,119,,,,,,,,,,,,,,,
8b6659d4-6cf3-4bfd-9d7e-2684f8220118,124,99,99,108,110,,,,,,,,,,,,,,,
00f77801-59cd-4f60-b633-ac2b1fb53862,45,99,78,95,86,,,,,,,,,,,,,,,
fbf880e8-dcbf-40eb-ba32-9a2ef0e1ee28,94,91,128,104,101,,,,,,,,,,,,,,,
fail 5 in turn: 42,,,,,,,,,,,,,,,,,,,,
